title,house_type,house_address,rent_fee,image,owner_id
Cebus apella,green,328,11263,http://dummyimage.com/181x100.png/cc0000/ffffff,79
Haliaetus leucogaster,red,9,37268,http://dummyimage.com/159x100.png/ff4444/ffffff,91
Didelphis virginiana,red,54,21658,http://dummyimage.com/117x100.png/5fa2dd/ffffff,88
Cebus apella,blue,02971,30597,http://dummyimage.com/214x100.png/5fa2dd/ffffff,66
Merops bullockoides,green,261,76997,http://dummyimage.com/154x100.png/cc0000/ffffff,97
Francolinus coqui,green,98,27897,http://dummyimage.com/153x100.png/ff4444/ffffff,36
Anas bahamensis,red,79876,13898,http://dummyimage.com/138x100.png/cc0000/ffffff,53
Dendrocitta vagabunda,blue,0381,17695,http://dummyimage.com/218x100.png/cc0000/ffffff,95
Giraffe camelopardalis,white,27443,20817,http://dummyimage.com/141x100.png/5fa2dd/ffffff,9
Oncorhynchus nerka,green,222,78800,http://dummyimage.com/221x100.png/5fa2dd/ffffff,45
Philetairus socius,white,7,43461,http://dummyimage.com/121x100.png/cc0000/ffffff,78
Microcebus murinus,blue,925,27284,http://dummyimage.com/204x100.png/cc0000/ffffff,56
Phalaropus lobatus,green,31,86042,http://dummyimage.com/129x100.png/ff4444/ffffff,70
Xerus sp.,blue,02,53409,http://dummyimage.com/150x100.png/dddddd/000000,6
Ictalurus furcatus,blue,33602,79134,http://dummyimage.com/238x100.png/ff4444/ffffff,60
Agkistrodon piscivorus,blue,0278,79494,http://dummyimage.com/196x100.png/dddddd/000000,45
Tursiops truncatus,blue,46,96409,http://dummyimage.com/124x100.png/5fa2dd/ffffff,4
Ursus maritimus,blue,443,36409,http://dummyimage.com/199x100.png/cc0000/ffffff,63
Bucephala clangula,green,80291,93663,http://dummyimage.com/224x100.png/cc0000/ffffff,33
Felis serval,white,585,13894,http://dummyimage.com/183x100.png/5fa2dd/ffffff,22
Raphicerus campestris,green,300,56501,http://dummyimage.com/201x100.png/cc0000/ffffff,35
Pterocles gutturalis,blue,9108,25644,http://dummyimage.com/250x100.png/ff4444/ffffff,11
Thamnolaea cinnmomeiventris,green,2,94542,http://dummyimage.com/138x100.png/ff4444/ffffff,62
Milvago chimachima,green,42,40465,http://dummyimage.com/231x100.png/cc0000/ffffff,34
Suricata suricatta,green,4,88614,http://dummyimage.com/232x100.png/cc0000/ffffff,15
